<<<<<<< HEAD
﻿cyear,cntyr,ccode,scode,country,year,un_region,un_continent,reg_id,demo_nr,demo_r,regime_r,regime_nr,duration_nr,duration_r,personal,personal2,lindex,exname,change,tdate,trans,occup,interreg
8121970,Laos 1970,812,LAO,Laos,1970,South-Eastern Asia,Asia,81203,0,0,Multiparty,Multiparty,9,17,NA,1,1,Prince Souvanna Phouma,0,,0,0,1
8121971,Laos 1971,812,LAO,Laos,1971,South-Eastern Asia,Asia,81203,0,0,Multiparty,Multiparty,10,18,NA,1,1,Prince Souvanna Phouma,0,,0,0,1
8121972,Laos 1972,812,LAO,Laos,1972,South-Eastern Asia,Asia,81203,0,0,Multiparty,Multiparty,11,19,NA,1,1,Prince Souvanna Phouma,0,,0,0,1
8121973,Laos 1973,812,LAO,Laos,1973,South-Eastern Asia,Asia,81203,0,0,Multiparty,Multiparty,12,20,NA,1,1,Prince Souvanna Phouma,0,,1,0,0
8121974,Laos 1974,812,LAO,Laos,1974,South-Eastern Asia,Asia,81203,0,0,Multiparty,Multiparty,13,21,NA,1,1,Prince Souvanna Phouma,0,,1,0,0
8121975,Laos 1975,812,LAO,Laos,1975,South-Eastern Asia,Asia,81204,0,0,Multiparty,Single Party,1,22,1,1,1,Kaysone Phomvihan,1,12.02.1975,0,0,0
8121976,Laos 1976,812,LAO,Laos,1976,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,2,1,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121977,Laos 1977,812,LAO,Laos,1977,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,3,2,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121978,Laos 1978,812,LAO,Laos,1978,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,4,3,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121979,Laos 1979,812,LAO,Laos,1979,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,5,4,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121980,Laos 1980,812,LAO,Laos,1980,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,6,5,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121981,Laos 1981,812,LAO,Laos,1981,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,7,6,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121982,Laos 1982,812,LAO,Laos,1982,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,8,7,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121983,Laos 1983,812,LAO,Laos,1983,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,9,8,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121984,Laos 1984,812,LAO,Laos,1984,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,10,9,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121985,Laos 1985,812,LAO,Laos,1985,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,11,10,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121986,Laos 1986,812,LAO,Laos,1986,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,12,11,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121987,Laos 1987,812,LAO,Laos,1987,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,13,12,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121988,Laos 1988,812,LAO,Laos,1988,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,14,13,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121989,Laos 1989,812,LAO,Laos,1989,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,15,14,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121990,Laos 1990,812,LAO,Laos,1990,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,16,15,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121991,Laos 1991,812,LAO,Laos,1991,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,17,16,1,1,1,Kaysone Phomvihan,0,,0,0,0
8121992,Laos 1992,812,LAO,Laos,1992,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,18,17,1,1,0.895061728,Khamtay Siphandon,0,,0,0,0
8121993,Laos 1993,812,LAO,Laos,1993,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,19,18,1,1,0.811634349,Khamtay Siphandon,0,,0,0,0
8121994,Laos 1994,812,LAO,Laos,1994,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,20,19,1,1,0.745,Khamtay Siphandon,0,,0,0,0
8121995,Laos 1995,812,LAO,Laos,1995,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,21,20,1,1,0.691609977,Khamtay Siphandon,0,,0,0,0
8121996,Laos 1996,812,LAO,Laos,1996,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,22,21,1,1,0.648760331,Khamtay Siphandon,0,,0,0,0
8121997,Laos 1997,812,LAO,Laos,1997,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,23,22,1,1,0.61436673,Khamtay Siphandon,0,,0,0,0
8121998,Laos 1998,812,LAO,Laos,1998,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,24,23,1,1,0.586805556,Khamtay Siphandon,0,,0,0,0
8121999,Laos 1999,812,LAO,Laos,1999,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,25,24,1,1,0.5648,Khamtay Siphandon,0,,0,0,0
8122000,Laos 2000,812,LAO,Laos,2000,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,26,25,1,1,0.547337278,Khamtay Siphandon,0,,0,0,0
8122001,Laos 2001,812,LAO,Laos,2001,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,27,26,1,1,0.533607682,Khamtay Siphandon,0,,0,0,0
8122002,Laos 2002,812,LAO,Laos,2002,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,28,27,1,1,0.522959184,Khamtay Siphandon,0,,0,0,0
8122003,Laos 2003,812,LAO,Laos,2003,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,29,28,1,1,0.514863258,Khamtay Siphandon,0,,0,0,0
8122004,Laos 2004,812,LAO,Laos,2004,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,30,29,1,1,0.508888889,Khamtay Siphandon,0,,0,0,0
8122005,Laos 2005,812,LAO,Laos,2005,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,31,30,1,1,0.504682622,Khamtay Siphandon,0,,0,0,0
8122006,Laos 2006,812,LAO,Laos,2006,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,32,31,1,1,0.474609375,Choummaly Sayasone,0,,0,0,0
8122007,Laos 2007,812,LAO,Laos,2007,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,33,32,1,1,0.449035813,Choummaly Sayasone,0,,0,0,0
8122008,Laos 2008,812,LAO,Laos,2008,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,34,33,1,1,0.42733564,Choummaly Sayasone,0,,0,0,0
8122009,Laos 2009,812,LAO,Laos,2009,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,35,34,1,1,0.408979592,Choummaly Sayasone,0,,0,0,0
8122010,Laos 2010,812,LAO,Laos,2010,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,36,35,1,1,0.393518519,Choummaly Sayasone,0,,0,0,0
8122011,Laos 2011,812,LAO,Laos,2011,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,37,36,1,1,0.380569759,Choummaly Sayasone,0,,0,0,0
8122012,Laos 2012,812,LAO,Laos,2012,South-Eastern Asia,Asia,81204,0,0,Single Party,Single Party,38,37,1,1,0.369806094,Choummaly Sayasone,0,,0,0,0
8161954,Vietnam North 1954,816,DRV,Vietnam North,1954,South-Eastern Asia,Asia,81601,0,NA,NA,Single Party,1,NA,2,2,NA,Ho Chi Minh,1,07.21.1954,0,0,0
8161955,Vietnam North 1955,816,DRV,Vietnam North,1955,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,2,1,2,2,1,Ho Chi Minh,0,,0,0,0
8161956,Vietnam North 1956,816,DRV,Vietnam North,1956,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,3,2,2,2,1,Ho Chi Minh,0,,0,0,0
8161957,Vietnam North 1957,816,DRV,Vietnam North,1957,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,4,3,2,2,1,Ho Chi Minh,0,,0,0,0
8161958,Vietnam North 1958,816,DRV,Vietnam North,1958,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,5,4,2,2,1,Ho Chi Minh,0,,0,0,0
8161959,Vietnam North 1959,816,DRV,Vietnam North,1959,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,6,5,2,2,1,Ho Chi Minh,0,,0,0,0
8161960,Vietnam North 1960,816,DRV,Vietnam North,1960,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,7,6,1,1,1,Ho Chi Minh,0,,0,0,0
8161961,Vietnam North 1961,816,DRV,Vietnam North,1961,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,8,7,1,1,1,Ho Chi Minh,0,,0,0,0
8161962,Vietnam North 1962,816,DRV,Vietnam North,1962,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,9,8,1,1,1,Ho Chi Minh,0,,0,0,0
8161963,Vietnam North 1963,816,DRV,Vietnam North,1963,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,10,9,1,1,1,Ho Chi Minh,0,,0,0,0
8161964,Vietnam North 1964,816,DRV,Vietnam North,1964,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,11,10,1,1,1,Ho Chi Minh,0,,0,0,0
8161965,Vietnam North 1965,816,DRV,Vietnam North,1965,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,12,11,1,1,1,Ho Chi Minh,0,,0,0,0
8161966,Vietnam North 1966,816,DRV,Vietnam North,1966,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,13,12,1,1,1,Ho Chi Minh,0,,0,0,0
8161967,Vietnam North 1967,816,DRV,Vietnam North,1967,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,14,13,1,1,1,Ho Chi Minh,0,,0,0,0
8161968,Vietnam North 1968,816,DRV,Vietnam North,1968,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,15,14,1,1,1,Ho Chi Minh,0,,0,0,0
8161969,Vietnam North 1969,816,DRV,Vietnam North,1969,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,16,15,1,1,1,Ho Chi Minh,0,,0,0,0
8161970,Vietnam North 1970,816,DRV,Vietnam North,1970,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,17,16,1,1,0.8828125,Ton Duc Thang,0,,0,0,0
8161971,Vietnam North 1971,816,DRV,Vietnam North,1971,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,18,17,1,1,0.792387543,Ton Duc Thang,0,,0,0,0
8161972,Vietnam North 1972,816,DRV,Vietnam North,1972,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,19,18,1,1,0.722222222,Ton Duc Thang,0,,0,0,0
8161973,Vietnam North 1973,816,DRV,Vietnam North,1973,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,20,19,1,1,0.667590028,Ton Duc Thang,0,,0,0,0
8161974,Vietnam North 1974,816,DRV,Vietnam North,1974,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,21,20,1,1,0.625,Ton Duc Thang,0,,0,0,0
8161975,Vietnam North 1975,816,DRV,Vietnam North,1975,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,22,21,1,1,0.591836735,Ton Duc Thang,0,,0,0,0
8161976,Vietnam 1976,816,DRV,Vietnam,1976,South-Eastern Asia,Asia,81601,0,NA,NA,Single Party,1,NA,1,1,NA,Le Duan,1,07.02.1976,0,0,0
8161977,Vietnam 1977,816,DRV,Vietnam,1977,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,2,1,NA,1,0.541322314,Le Duan,0,,0,0,0
8161978,Vietnam 1978,816,DRV,Vietnam,1978,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,3,2,NA,1,0.50094518,Le Duan,0,,0,0,0
8161979,Vietnam 1979,816,DRV,Vietnam,1979,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,4,3,NA,1,0.46875,Le Duan,0,,0,0,0
8161980,Vietnam 1980,816,DRV,Vietnam,1980,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,5,4,NA,1,0.4432,Le Duan,0,,0,0,0
8161981,Vietnam 1981,816,DRV,Vietnam,1981,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,6,5,NA,1,0.423076923,Le Duan,0,,0,0,0
8161982,Vietnam 1982,816,DRV,Vietnam,1982,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,7,6,NA,1,0.407407407,Le Duan,0,,0,0,0
8161983,Vietnam 1983,816,DRV,Vietnam,1983,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,8,7,NA,1,0.395408163,Le Duan,0,,0,0,0
8161984,Vietnam 1984,816,DRV,Vietnam,1984,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,9,8,NA,1,0.386444709,Le Duan,0,,0,0,0
8161985,Vietnam 1985,816,DRV,Vietnam,1985,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,10,9,NA,1,0.38,Le Duan,0,,0,0,0
8161986,Vietnam 1986,816,DRV,Vietnam,1986,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,11,10,NA,1,0.356919875,Nguyen Van Linh,0,,0,0,0
8161987,Vietnam 1987,816,DRV,Vietnam,1987,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,12,11,NA,1,0.337890625,Nguyen Van Linh,0,,0,0,0
8161988,Vietnam 1988,816,DRV,Vietnam,1988,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,13,12,NA,1,0.32231405,Nguyen Van Linh,0,,0,0,0
8161989,Vietnam 1989,816,DRV,Vietnam,1989,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,14,13,NA,1,0.309688581,Nguyen Van Linh,0,,0,0,0
8161990,Vietnam 1990,816,DRV,Vietnam,1990,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,15,14,NA,1,0.299591837,Nguyen Van Linh,0,,0,0,0
8161991,Vietnam 1991,816,DRV,Vietnam,1991,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,16,15,NA,1,0.283950617,Do Muoi,0,,0,0,0
8161992,Vietnam 1992,816,DRV,Vietnam,1992,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,17,16,NA,1,0.27100073,Do Muoi,0,,0,0,0
8161993,Vietnam 1993,816,DRV,Vietnam,1993,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,18,17,NA,1,0.260387812,Do Muoi,0,,0,0,0
8161994,Vietnam 1994,816,DRV,Vietnam,1994,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,19,18,NA,1,0.251808021,Do Muoi,0,,0,0,0
8161995,Vietnam 1995,816,DRV,Vietnam,1995,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,20,19,NA,1,0.245,Do Muoi,0,,0,0,0
8161996,Vietnam 1996,816,DRV,Vietnam,1996,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,21,20,NA,1,0.239738251,Do Muoi,0,,0,0,0
8161997,Vietnam 1997,816,DRV,Vietnam,1997,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,22,21,NA,1,0.229024943,Le Kha Phieu,0,,0,0,0
8161998,Vietnam 1998,816,DRV,Vietnam,1998,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,23,22,NA,1,0.220118983,Le Kha Phieu,0,,0,0,0
8161999,Vietnam 1999,816,DRV,Vietnam,1999,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,24,23,NA,1,0.212809917,Le Kha Phieu,0,,0,0,0
8162000,Vietnam 2000,816,DRV,Vietnam,2000,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,25,24,NA,1,0.20691358,Le Kha Phieu,0,,0,0,0
8162001,Vietnam 2001,816,DRV,Vietnam,2001,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,26,25,NA,1,0.198487713,Nong Duc Manh,0,,0,0,0
8162002,Vietnam 2002,816,DRV,Vietnam,2002,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,27,26,NA,1,0.191489362,Nong Duc Manh,0,,0,0,0
8162003,Vietnam 2003,816,DRV,Vietnam,2003,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,28,27,NA,1,0.185763889,Nong Duc Manh,0,,0,0,0
8162004,Vietnam 2004,816,DRV,Vietnam,2004,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,29,28,NA,1,0.181174511,Nong Duc Manh,0,,0,0,0
8162005,Vietnam 2005,816,DRV,Vietnam,2005,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,30,29,NA,1,0.1776,Nong Duc Manh,0,,0,0,0
8162006,Vietnam 2006,816,DRV,Vietnam,2006,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,31,30,NA,1,0.174932718,Nong Duc Manh,0,,0,0,0
8162007,Vietnam 2007,816,DRV,Vietnam,2007,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,32,31,NA,1,0.173076923,Nong Duc Manh,0,,0,0,0
8162008,Vietnam 2008,816,DRV,Vietnam,2008,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,33,32,NA,1,0.171947312,Nong Duc Manh,0,,0,0,0
8162009,Vietnam 2009,816,DRV,Vietnam,2009,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,34,33,NA,1,0.171467764,Nong Duc Manh,0,,0,0,0
8162010,Vietnam 2010,816,DRV,Vietnam,2010,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,35,34,NA,1,0.171570248,Nong Duc Manh,0,,0,0,0
8162011,Vietnam 2011,816,DRV,Vietnam,2011,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,36,35,NA,1,0.165816327,Nguyen Phu Trong,0,,0,0,0
8162012,Vietnam 2012,816,DRV,Vietnam,2012,South-Eastern Asia,Asia,81601,0,0,Single Party,Single Party,37,36,NA,1,0.160972607,Nguyen Phu Trong,0,,0,0,0
8171955,Vietnam South 1955,817,RVN,Vietnam South,1955,South-Eastern Asia,Asia,81701,0,NA,NA,Single Party,1,NA,1,1,NA,Ngo Dinh Diem,1,10.26.1955,0,0,0
8171956,Vietnam South 1956,817,RVN,Vietnam South,1956,South-Eastern Asia,Asia,81701,0,0,Single Party,Single Party,2,1,1,1,1,Ngo Dinh Diem,0,,0,0,0
8171957,Vietnam South 1957,817,RVN,Vietnam South,1957,South-Eastern Asia,Asia,81701,0,0,Single Party,Single Party,3,2,1,1,1,Ngo Dinh Diem,0,,0,0,0
8171958,Vietnam South 1958,817,RVN,Vietnam South,1958,South-Eastern Asia,Asia,81701,0,0,Single Party,Single Party,4,3,1,1,1,Ngo Dinh Diem,0,,0,0,0
8171959,Vietnam South 1959,817,RVN,Vietnam South,1959,South-Eastern Asia,Asia,81701,0,0,Single Party,Single Party,5,4,1,1,1,Ngo Dinh Diem,0,,0,0,0
8171960,Vietnam South 1960,817,RVN,Vietnam South,1960,South-Eastern Asia,Asia,81701,0,0,Single Party,Single Party,6,5,1,1,1,Ngo Dinh Diem,0,,0,0,0
8171961,Vietnam South 1961,817,RVN,Vietnam South,1961,South-Eastern Asia,Asia,81701,0,0,Single Party,Single Party,7,6,1,1,1,Ngo Dinh Diem,0,,0,0,0
8171962,Vietnam South 1962,817,RVN,Vietnam South,1962,South-Eastern Asia,Asia,81701,0,0,Single Party,Single Party,8,7,1,1,1,Ngo Dinh Diem,0,,0,0,0
8171963,Vietnam South 1963,817,RVN,Vietnam South,1963,South-Eastern Asia,Asia,81701,0,0,Single Party,Single Party,9,8,2,2,0.78125,Duong Van Minh,0,,0,0,0
8171964,Vietnam South 1964,817,RVN,Vietnam South,1964,South-Eastern Asia,Asia,81702,0,0,Military,Military,1,1,2,2,1,"Nguyen Khanh, Duong Van Minh",1,01.30.1964,0,0,0
8171965,Vietnam South 1965,817,RVN,Vietnam South,1965,South-Eastern Asia,Asia,81702,0,0,Military,Military,2,2,NA,1,0.5,Nguyen Van Thieu,0,,0,1,0
8171966,Vietnam South 1966,817,RVN,Vietnam South,1966,South-Eastern Asia,Asia,81702,0,0,Military,Military,3,3,NA,1,0.555555556,Nguyen Van Thieu,0,,0,1,0
8171967,Vietnam South 1967,817,RVN,Vietnam South,1967,South-Eastern Asia,Asia,81702,0,0,Military,Military,4,4,NA,1,0.625,Nguyen Van Thieu,0,,0,1,0
8171968,Vietnam South 1968,817,RVN,Vietnam South,1968,South-Eastern Asia,Asia,81702,0,0,Military,Military,5,5,NA,1,0.68,Nguyen Van Thieu,0,,0,1,0
8171969,Vietnam South 1969,817,RVN,Vietnam South,1969,South-Eastern Asia,Asia,81702,0,0,Military,Military,6,6,NA,1,0.722222222,Nguyen Van Thieu,0,,0,1,0
8171970,Vietnam South 1970,817,RVN,Vietnam South,1970,South-Eastern Asia,Asia,81702,0,0,Military,Military,7,7,NA,1,0.755102041,Nguyen Van Thieu,0,,0,1,0
8171971,Vietnam South 1971,817,RVN,Vietnam South,1971,South-Eastern Asia,Asia,81702,0,0,Military,Military,8,8,NA,1,0.78125,Nguyen Van Thieu,0,,0,1,0
8171972,Vietnam South 1972,817,RVN,Vietnam South,1972,South-Eastern Asia,Asia,81702,0,0,Military,Military,9,9,NA,1,0.802469136,Nguyen Van Thieu,0,,0,1,0
8171973,Vietnam South 1973,817,RVN,Vietnam South,1973,South-Eastern Asia,Asia,81702,0,0,Military,Military,10,10,1,1,0.82,Nguyen Van Thieu,0,,0,0,0
8171974,Vietnam South 1974,817,RVN,Vietnam South,1974,South-Eastern Asia,Asia,81702,0,0,Military,Military,11,11,1,1,0.834710744,Nguyen Van Thieu,0,,0,0,0
8171975,Vietnam South 1975,817,RVN,Vietnam South,1975,South-Eastern Asia,Asia,81703,0,0,Single Party,Single Party,1,1,1,1,1,"Tran Van Huong, Duong Van Minh",1,04.30.1975,0,0,0
8171976,Vietnam South 1976,817,RVN,Vietnam South,1976,South-Eastern Asia,Asia,NA,NA,0,Single Party,NA,NA,2,NA,NA,NA,Provisional Revolutionary Government,0,,0,1,0
8201957,Malaysia 1957,820,MAL,Malaysia,1957,South-Eastern Asia,Asia,82001,0,NA,NA,Multiparty,1,NA,0,0,NA,Tunku Abdul Rahman Putra,1,08.31.1957,0,0,0
8201958,Malaysia 1958,820,MAL,Malaysia,1958,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,2,1,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201959,Malaysia 1959,820,MAL,Malaysia,1959,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,3,2,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201960,Malaysia 1960,820,MAL,Malaysia,1960,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,4,3,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201961,Malaysia 1961,820,MAL,Malaysia,1961,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,5,4,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201962,Malaysia 1962,820,MAL,Malaysia,1962,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,6,5,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201963,Malaysia 1963,820,MAL,Malaysia,1963,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,7,6,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201964,Malaysia 1964,820,MAL,Malaysia,1964,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,8,7,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201965,Malaysia 1965,820,MAL,Malaysia,1965,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,9,8,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201966,Malaysia 1966,820,MAL,Malaysia,1966,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,10,9,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201967,Malaysia 1967,820,MAL,Malaysia,1967,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,11,10,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201968,Malaysia 1968,820,MAL,Malaysia,1968,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,12,11,0,0,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201969,Malaysia 1969,820,MAL,Malaysia,1969,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,13,12,1,1,1,Tunku Abdul Rahman Putra,0,,0,0,0
8201970,Malaysia 1970,820,MAL,Malaysia,1970,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,14,13,1,1,0.857988166,Tun Abdul Razak bin Hussein,0,,0,0,0
8201971,Malaysia 1971,820,MAL,Malaysia,1971,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,15,14,0,0,0.755102041,Tun Abdul Razak bin Hussein,0,,0,0,0
8201972,Malaysia 1972,820,MAL,Malaysia,1972,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,16,15,0,0,0.68,Tun Abdul Razak bin Hussein,0,,0,0,0
8201973,Malaysia 1973,820,MAL,Malaysia,1973,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,17,16,0,0,0.625,Tun Abdul Razak bin Hussein,0,,0,0,0
8201974,Malaysia 1974,820,MAL,Malaysia,1974,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,18,17,0,0,0.584775087,Tun Abdul Razak bin Hussein,0,,0,0,0
8201975,Malaysia 1975,820,MAL,Malaysia,1975,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,19,18,0,0,0.555555556,Tun Abdul Razak bin Hussein,0,,0,0,0
8201976,Malaysia 1976,820,MAL,Malaysia,1976,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,20,19,0,0,0.501385042,Hussein bin Onn,0,,0,0,0
8201977,Malaysia 1977,820,MAL,Malaysia,1977,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,21,20,0,0,0.46,Hussein bin Onn,0,,0,0,0
8201978,Malaysia 1978,820,MAL,Malaysia,1978,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,22,21,0,0,0.428571429,Hussein bin Onn,0,,0,0,0
8201979,Malaysia 1979,820,MAL,Malaysia,1979,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,23,22,0,0,0.404958678,Hussein bin Onn,0,,0,0,0
8201980,Malaysia 1980,820,MAL,Malaysia,1980,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,24,23,0,0,0.387523629,Hussein bin Onn,0,,0,0,0
8201981,Malaysia 1981,820,MAL,Malaysia,1981,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,25,24,0,0,0.357638889,Mahathir bin Mohamed,0,,0,0,0
8201982,Malaysia 1982,820,MAL,Malaysia,1982,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,26,25,0,0,0.3344,Mahathir bin Mohamed,0,,0,0,0
8201983,Malaysia 1983,820,MAL,Malaysia,1983,South-Eastern Asia,Asia,82001,0,0,Multiparty,Multiparty,27,26,0,0,0.316568047,Mahathir bin Mohamed,0,,0,0,0
